Age,BusinessTravel,DailyRate,Department,DistanceFromHome,JobLevel,HourlyRate,JobRole,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,training,JobSatisfaction,PerformanceRating,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
30,Travel_Rarely,202,Sales,2,1,72,Sales Representative,Technical Degree,3,M,3,3,2,3,Married,1,No,18,1,1,1,3,1,0,0,0,No
26,Travel_Frequently,575,Research & Development,3,1,73,Research Scientist,Technical Degree,3,M,3,2,1,4,Single,0,No,22,3,0,7,3,6,4,0,4,Yes
22,Travel_Rarely,253,Research & Development,11,1,43,Research Scientist,Medical,1,F,3,1,2,3,Married,1,No,13,4,1,2,3,2,1,1,2,No
36,Travel_Rarely,164,Sales,2,3,61,Sales Executive,Medical,2,M,2,2,3,3,Married,1,No,13,2,2,10,3,10,9,9,0,No
30,Travel_Frequently,464,Research & Development,4,1,40,Research Scientist,Technical Degree,3,M,3,4,4,4,Single,9,Yes,23,3,0,3,3,1,0,0,0,Yes
37,Travel_Rarely,1107,Research & Development,14,1,95,Laboratory Technician,Life Sciences,4,F,3,2,1,3,Divorced,1,No,12,3,1,18,2,18,7,12,17,No
40,Travel_Rarely,759,Sales,2,2,46,Sales Executive,Marketing,4,F,3,5,2,3,Divorced,7,No,12,3,2,8,3,5,4,1,3,No
42,Travel_Rarely,201,Research & Development,1,1,95,Laboratory Technician,Life Sciences,2,F,3,5,1,3,Divorced,3,No,16,2,1,8,3,5,2,1,2,No
37,Travel_Rarely,1305,Research & Development,10,2,49,Manufacturing Director,Life Sciences,3,M,3,2,2,3,Single,2,Yes,12,4,0,18,2,1,0,0,1,No
43,Travel_Rarely,982,Research & Development,12,4,59,Research Director,Life Sciences,1,M,2,3,2,3,Divorced,1,No,11,3,1,25,3,25,10,3,9,No
40,Travel_Rarely,555,Research & Development,2,2,78,Laboratory Technician,Medical,2,F,2,3,3,4,Married,6,No,22,2,1,20,3,1,0,0,0,No
54,Travel_Rarely,821,Research & Development,5,5,86,Research Director,Medical,1,M,3,4,1,3,Married,4,No,11,3,1,24,2,4,2,1,2,No
34,Non-Travel,1381,Sales,4,2,72,Sales Executive,Marketing,3,F,3,3,3,3,Married,9,No,15,1,1,6,3,3,2,1,2,No
31,Travel_Rarely,480,Research & Development,7,2,31,Manufacturing Director,Medical,2,F,3,5,1,3,Married,1,No,12,2,1,13,1,13,10,3,12,No
43,Travel_Frequently,313,Research & Development,21,1,61,Laboratory Technician,Medical,4,M,3,1,4,4,Married,7,No,20,1,1,8,3,3,2,1,2,No
43,Travel_Rarely,1473,Research & Development,8,2,74,Healthcare Representative,Other,3,F,3,3,3,3,Divorced,4,Yes,14,4,0,8,3,5,2,0,2,No
25,Travel_Rarely,891,Sales,4,2,99,Sales Executive,Life Sciences,2,F,2,3,4,3,Single,1,Yes,11,2,0,5,3,5,4,1,3,No
37,Non-Travel,1063,Research & Development,25,2,72,Research Scientist,Medical,2,F,3,2,3,3,Married,3,Yes,15,1,2,15,3,13,11,10,7,No
31,Travel_Rarely,329,Research & Development,1,1,98,Laboratory Technician,Life Sciences,4,M,2,3,1,3,Married,1,No,12,3,1,4,3,4,2,3,2,No
39,Travel_Frequently,1218,Research & Development,1,5,52,Manager,Life Sciences,2,M,3,3,3,3,Divorced,1,Yes,14,3,1,21,3,21,8,1,6,No
56,Travel_Frequently,906,Sales,6,4,86,Sales Executive,Life Sciences,3,F,4,0,1,3,Married,9,No,11,4,3,36,2,7,7,7,7,No
30,Travel_Rarely,1082,Sales,12,2,83,Sales Executive,Technical Degree,2,F,3,6,3,3,Single,0,No,11,2,0,6,3,5,4,4,4,No
41,Travel_Rarely,645,Sales,1,3,49,Sales Executive,Marketing,2,M,4,2,1,3,Married,1,No,16,3,1,10,3,10,7,0,7,No
28,Travel_Rarely,1300,Research & Development,17,2,79,Laboratory Technician,Medical,3,M,3,2,1,3,Divorced,1,No,12,4,1,10,3,10,0,1,8,No
25,Travel_Rarely,688,Research & Development,3,1,91,Laboratory Technician,Medical,1,M,3,5,1,3,Married,5,No,13,3,1,6,3,2,2,0,2,Yes
52,Travel_Rarely,319,Research & Development,3,3,39,Manufacturing Director,Medical,4,M,2,4,3,3,Married,2,Yes,14,3,0,28,3,5,4,0,4,No
45,Travel_Rarely,192,Research & Development,10,1,69,Research Scientist,Life Sciences,1,M,3,3,4,4,Married,3,No,21,4,2,8,2,2,2,0,2,No
52,Travel_Rarely,1490,Research & Development,4,4,30,Manager,Life Sciences,4,F,3,2,4,3,Married,2,No,13,4,0,31,1,5,2,1,4,No
42,Travel_Frequently,532,Research & Development,29,2,92,Research Scientist,Life Sciences,1,F,3,3,3,3,Divorced,2,No,11,2,1,19,3,5,4,0,2,No
30,Travel_Rarely,317,Research & Development,2,2,43,Manufacturing Director,Life Sciences,3,F,1,2,4,4,Single,2,No,20,3,0,11,3,5,4,0,2,No
60,Travel_Rarely,422,Research & Development,7,5,41,Manager,Life Sciences,1,F,3,5,1,3,Married,5,No,11,4,0,33,1,29,8,11,10,No
46,Travel_Rarely,1485,Research & Development,18,2,87,Manufacturing Director,Medical,3,F,3,5,3,3,Divorced,2,No,14,3,1,19,2,10,7,0,8,No
42,Travel_Frequently,1368,Research & Development,28,2,88,Healthcare Representative,Technical Degree,4,F,2,4,4,3,Married,0,No,11,4,3,7,4,6,5,0,4,No
24,Travel_Rarely,1448,Sales,1,1,62,Sales Representative,Technical Degree,1,F,3,4,2,3,Single,1,Yes,16,2,0,6,3,5,3,1,4,Yes
34,Travel_Frequently,296,Sales,6,1,33,Sales Representative,Marketing,4,F,1,3,3,3,Divorced,0,No,16,4,1,3,2,2,2,1,0,Yes
38,Travel_Frequently,1490,Research & Development,2,1,42,Laboratory Technician,Life Sciences,4,M,3,3,4,4,Married,1,Yes,23,3,1,1,3,1,0,0,0,No
40,Travel_Rarely,1398,Sales,2,5,79,Manager,Life Sciences,3,F,3,2,3,3,Married,0,No,14,4,0,21,3,20,15,1,12,No
26,Travel_Rarely,1349,Research & Development,23,1,90,Research Scientist,Life Sciences,1,F,3,3,4,4,Divorced,1,No,22,2,2,3,1,3,2,0,2,No
30,Non-Travel,1400,Research & Development,3,1,53,Laboratory Technician,Life Sciences,3,M,3,3,4,3,Married,4,No,15,3,1,9,1,5,3,1,4,No
29,Travel_Rarely,986,Research & Development,3,3,93,Research Director,Medical,2,M,2,2,3,3,Married,1,No,18,3,0,10,3,10,2,0,7,No
29,Travel_Rarely,408,Research & Development,25,1,71,Research Scientist,Technical Degree,3,F,2,2,2,3,Married,5,No,16,2,0,6,4,2,2,1,1,Yes
19,Travel_Rarely,489,Human Resources,2,1,52,Human Resources,Technical Degree,1,M,2,3,4,3,Single,1,No,12,3,0,1,4,1,0,0,0,Yes
30,Non-Travel,1398,Sales,22,3,69,Sales Executive,Other,3,F,3,3,1,3,Married,0,No,11,3,0,10,3,9,8,7,8,No
57,Travel_Rarely,210,Sales,29,4,56,Manager,Marketing,1,M,2,3,4,3,Divorced,3,No,12,3,1,32,2,1,0,0,0,No
50,Travel_Rarely,1099,Research & Development,29,4,88,Manager,Life Sciences,2,M,2,2,3,3,Married,0,No,15,2,1,28,3,27,10,15,7,No
30,Non-Travel,1116,Research & Development,2,1,49,Laboratory Technician,Medical,3,F,3,2,4,3,Single,0,No,14,3,0,12,2,11,7,6,7,No
60,Travel_Frequently,1499,Sales,28,3,80,Sales Executive,Marketing,3,F,2,5,1,3,Married,4,No,19,4,0,22,4,18,13,13,11,No
47,Travel_Rarely,983,Research & Development,2,2,65,Manufacturing Director,Medical,1,F,3,2,4,3,Divorced,5,No,13,3,3,20,3,5,0,0,4,No
46,Travel_Rarely,1009,Research & Development,2,4,51,Research Director,Life Sciences,1,M,3,2,3,3,Married,6,No,13,3,0,26,1,3,2,0,1,No
35,Travel_Rarely,144,Research & Development,22,1,46,Laboratory Technician,Life Sciences,4,M,1,2,3,3,Single,0,No,15,3,0,6,3,5,4,4,3,No
54,Travel_Rarely,548,Research & Development,8,2,42,Laboratory Technician,Life Sciences,3,F,3,3,3,3,Single,7,No,11,3,0,19,3,1,0,0,0,No
34,Travel_Rarely,1303,Research & Development,2,1,62,Research Scientist,Life Sciences,4,M,2,3,3,3,Divorced,3,No,12,3,1,14,3,7,3,5,7,No
46,Travel_Rarely,1125,Sales,10,3,94,Sales Executive,Marketing,3,F,2,3,4,3,Married,2,Yes,19,3,1,15,3,3,2,1,2,No
31,Travel_Rarely,1274,Research & Development,9,3,33,Manufacturing Director,Life Sciences,3,M,3,6,2,4,Divorced,1,No,25,4,1,13,4,13,8,0,8,No
33,Travel_Rarely,1277,Research & Development,15,3,56,Manager,Medical,2,M,3,2,3,3,Married,7,Yes,12,4,0,15,4,7,6,7,7,Yes
33,Travel_Rarely,587,Research & Development,10,1,38,Laboratory Technician,Medical,1,M,1,2,4,3,Divorced,7,No,13,1,3,8,3,4,3,1,3,Yes
30,Travel_Rarely,413,Sales,7,1,57,Sales Representative,Marketing,4,M,3,3,2,3,Single,0,No,14,1,0,4,3,3,2,1,2,No
35,Travel_Rarely,1276,Research & Development,16,3,72,Healthcare Representative,Life Sciences,4,M,3,2,3,3,Married,4,Yes,12,3,0,10,3,8,7,0,0,No
31,Travel_Frequently,534,Research & Development,20,3,66,Healthcare Representative,Life Sciences,1,M,3,2,3,3,Married,3,No,12,1,0,12,3,1,0,0,0,Yes
34,Travel_Frequently,988,Human Resources,23,3,43,Human Resources,Human Resources,2,F,3,2,1,3,Divorced,9,Yes,15,3,3,11,3,3,2,0,2,Yes
42,Travel_Frequently,1474,Research & Development,5,1,97,Laboratory Technician,Other,2,M,3,4,3,3,Married,4,No,17,4,1,8,3,2,2,2,0,No
36,Non-Travel,635,Sales,10,3,32,Sales Executive,Medical,2,M,3,3,4,3,Single,1,No,14,4,0,10,2,10,3,9,7,No
22,Travel_Frequently,1368,Research & Development,4,1,99,Laboratory Technician,Technical Degree,3,M,2,3,3,3,Single,5,No,16,3,0,4,3,2,2,1,2,Yes
48,Travel_Rarely,163,Sales,2,2,37,Sales Executive,Marketing,2,F,3,2,4,3,Married,2,No,14,1,1,14,3,9,7,6,7,No
55,Travel_Rarely,1117,Sales,18,4,83,Manager,Life Sciences,1,F,3,2,2,4,Single,3,No,23,4,0,37,3,10,9,7,7,No
41,Non-Travel,267,Sales,10,2,56,Sales Executive,Life Sciences,4,M,3,3,4,3,Single,7,No,14,4,0,16,3,14,3,1,10,No
35,Travel_Rarely,619,Sales,1,2,85,Sales Executive,Marketing,2,M,3,2,3,3,Married,9,No,11,3,0,15,3,11,9,6,9,No
40,Travel_Rarely,302,Research & Development,6,4,75,Manufacturing Director,Life Sciences,2,F,3,3,3,3,Single,7,No,15,3,0,22,3,20,6,5,13,No
39,Travel_Frequently,443,Research & Development,8,1,48,Laboratory Technician,Life Sciences,3,F,3,3,3,3,Married,1,No,11,1,1,8,3,8,3,0,7,No
31,Travel_Rarely,828,Sales,2,2,77,Sales Executive,Life Sciences,2,M,3,2,4,3,Single,4,Yes,13,3,0,10,4,6,5,0,5,No
42,Travel_Rarely,319,Research & Development,24,3,56,Manufacturing Director,Medical,4,M,3,5,1,4,Married,1,Yes,21,4,1,10,2,10,9,5,8,No
45,Travel_Rarely,561,Sales,2,2,61,Sales Executive,Other,4,M,3,3,2,3,Married,0,No,19,2,1,9,4,8,7,3,7,No
26,Travel_Frequently,426,Human Resources,17,1,58,Human Resources,Life Sciences,2,F,3,2,3,3,Divorced,0,Yes,11,2,1,8,2,7,7,1,0,Yes
29,Travel_Rarely,232,Research & Development,19,2,34,Manufacturing Director,Technical Degree,4,M,3,2,4,3,Divorced,4,No,12,2,2,8,4,3,2,1,2,No
33,Travel_Rarely,922,Research & Development,1,4,95,Research Director,Medical,1,F,4,2,3,3,Divorced,4,No,19,3,1,10,3,6,1,0,5,No
31,Travel_Rarely,688,Sales,7,3,44,Manager,Life Sciences,3,M,2,3,4,4,Divorced,9,No,21,3,1,10,2,5,4,0,1,No
18,Travel_Frequently,1306,Sales,5,1,69,Sales Representative,Marketing,2,M,3,3,2,3,Single,1,Yes,14,4,0,0,3,0,0,0,0,Yes
40,Non-Travel,1094,Sales,28,3,58,Sales Executive,Other,3,M,1,2,1,3,Divorced,3,No,15,3,1,20,3,1,0,0,1,No
41,Non-Travel,509,Research & Development,2,2,62,Healthcare Representative,Other,1,F,2,3,3,3,Single,2,Yes,17,1,0,10,3,8,7,0,7,No
26,Travel_Rarely,775,Sales,29,2,45,Sales Executive,Medical,1,M,3,5,3,3,Divorced,5,No,12,1,2,8,3,0,0,0,0,No
35,Travel_Rarely,195,Sales,1,2,80,Sales Executive,Medical,1,F,3,3,3,3,Single,1,No,16,4,0,5,3,5,4,0,3,No
34,Travel_Rarely,258,Sales,21,2,74,Sales Executive,Life Sciences,4,M,4,3,4,3,Single,1,No,12,4,0,10,3,10,7,5,7,No
26,Travel_Rarely,471,Research & Development,24,1,66,Laboratory Technician,Technical Degree,3,M,1,3,4,3,Single,1,Yes,18,2,0,1,1,1,0,0,0,Yes
37,Travel_Rarely,799,Research & Development,1,3,59,Manufacturing Director,Technical Degree,2,F,3,3,4,3,Single,4,No,17,4,0,12,4,6,5,1,2,No
46,Travel_Frequently,1034,Research & Development,18,3,86,Healthcare Representative,Medical,1,F,3,3,3,3,Married,5,No,11,4,0,28,2,2,2,1,2,No
41,Travel_Rarely,1276,Sales,2,4,91,Manager,Life Sciences,2,F,3,2,1,3,Married,7,No,16,2,1,22,3,18,16,11,8,No
37,Non-Travel,142,Sales,9,3,69,Sales Executive,Medical,1,M,3,6,2,3,Divorced,1,No,13,4,1,9,3,9,5,7,7,No
52,Travel_Rarely,956,Research & Development,6,2,78,Research Scientist,Technical Degree,4,M,3,3,1,3,Divorced,3,Yes,12,2,2,18,3,10,9,6,9,No
32,Non-Travel,1474,Sales,11,2,60,Sales Executive,Other,4,M,4,2,3,3,Married,8,No,12,4,0,6,3,4,2,1,2,Yes
24,Travel_Frequently,535,Sales,24,1,38,Sales Representative,Medical,4,M,3,3,4,3,Married,0,No,13,3,2,3,3,2,2,2,1,No
38,Travel_Rarely,1495,Research & Development,10,2,76,Healthcare Representative,Medical,3,F,3,4,3,3,Married,3,No,19,3,1,18,3,1,0,0,0,No
37,Travel_Rarely,446,Research & Development,1,2,65,Manufacturing Director,Life Sciences,2,F,3,2,2,3,Married,6,No,12,2,1,8,2,6,5,4,3,No
49,Travel_Rarely,1245,Research & Development,18,5,58,Research Director,Life Sciences,4,M,2,5,3,3,Divorced,1,Yes,17,3,1,31,3,31,9,0,9,No
24,Travel_Rarely,691,Research & Development,23,1,89,Research Scientist,Medical,2,M,4,3,4,3,Married,1,Yes,11,2,2,6,3,6,5,1,4,No
26,Travel_Rarely,703,Sales,28,2,66,Sales Executive,Marketing,1,M,3,5,2,4,Married,1,No,20,4,2,6,4,5,3,1,4,No
24,Travel_Rarely,823,Research & Development,17,1,94,Laboratory Technician,Other,4,M,2,2,2,4,Married,1,No,21,4,1,1,3,1,0,0,0,No
50,Travel_Frequently,1246,Human Resources,3,5,99,Manager,Medical,1,M,3,2,2,3,Married,1,No,11,3,1,32,3,32,5,10,7,No
25,Travel_Rarely,622,Sales,13,1,40,Sales Representative,Medical,2,M,3,1,3,3,Married,1,No,11,3,0,7,3,7,4,0,6,No
24,Travel_Frequently,1287,Research & Development,7,1,55,Laboratory Technician,Life Sciences,1,F,3,4,3,3,Married,1,Yes,16,4,1,6,3,6,3,1,2,Yes
30,Travel_Frequently,448,Sales,12,1,74,Sales Representative,Life Sciences,2,M,2,2,1,3,Married,1,No,18,3,1,1,4,1,0,0,0,Yes
34,Travel_Rarely,254,Research & Development,1,1,83,Research Scientist,Life Sciences,2,M,2,3,4,3,Married,1,Yes,13,4,1,6,3,6,5,1,3,No
31,Travel_Rarely,1365,Sales,13,2,46,Sales Executive,Medical,2,M,3,2,1,3,Divorced,2,No,17,3,0,9,1,3,1,1,2,Yes
35,Travel_Rarely,538,Research & Development,25,2,54,Laboratory Technician,Other,1,M,2,3,4,3,Single,4,No,14,4,0,9,3,3,2,0,2,No
31,Travel_Rarely,525,Sales,6,2,66,Sales Executive,Medical,1,M,4,4,4,4,Divorced,4,No,22,4,2,13,4,7,7,5,7,No
27,Travel_Rarely,798,Research & Development,6,1,66,Research Scientist,Medical,1,F,2,5,3,3,Divorced,0,No,12,3,2,6,2,5,3,0,3,No
37,Travel_Rarely,558,Sales,2,2,75,Sales Executive,Marketing,4,M,3,3,3,3,Married,4,Yes,11,3,1,17,2,3,0,1,0,No
20,Travel_Rarely,959,Research & Development,1,1,83,Research Scientist,Life Sciences,4,F,2,0,2,3,Single,1,No,13,4,0,1,4,1,0,0,0,No
42,Travel_Rarely,622,Research & Development,2,2,81,Healthcare Representative,Life Sciences,3,F,3,4,4,3,Married,1,No,13,2,2,10,3,10,2,2,2,No
43,Travel_Rarely,782,Research & Development,6,4,50,Research Director,Other,2,M,2,3,4,3,Divorced,4,Yes,14,3,1,21,2,1,0,0,0,No
38,Travel_Rarely,362,Research & Development,1,1,43,Research Scientist,Life Sciences,3,F,3,3,1,3,Single,3,No,17,4,0,8,2,0,0,0,0,No
43,Travel_Frequently,1001,Research & Development,9,2,72,Laboratory Technician,Medical,4,M,3,3,3,3,Divorced,3,Yes,13,2,1,10,3,8,7,4,7,No
48,Travel_Rarely,1236,Research & Development,1,4,40,Manager,Life Sciences,4,F,2,3,1,3,Married,7,No,11,1,1,21,1,3,2,0,2,No
44,Travel_Rarely,1112,Human Resources,1,2,50,Human Resources,Life Sciences,1,F,2,1,3,3,Single,4,No,11,2,0,10,4,2,2,0,2,No
34,Travel_Rarely,204,Sales,14,1,31,Sales Representative,Technical Degree,3,F,3,3,3,3,Divorced,1,Yes,18,4,2,8,3,8,2,0,6,No
27,Travel_Rarely,1420,Sales,2,1,85,Sales Representative,Marketing,3,M,3,3,1,3,Divorced,0,No,11,2,1,5,3,4,3,0,2,Yes
21,Travel_Rarely,1343,Sales,22,1,49,Sales Representative,Technical Degree,3,M,3,2,3,3,Single,1,No,11,3,0,3,3,3,2,1,2,No
44,Travel_Rarely,1315,Research & Development,3,5,35,Manager,Other,4,M,3,2,4,3,Married,4,Yes,12,1,1,26,4,2,2,0,1,No
22,Travel_Rarely,604,Research & Development,6,1,69,Research Scientist,Medical,1,M,3,3,3,4,Married,0,No,20,4,0,3,3,2,2,2,2,No
33,Travel_Rarely,1216,Sales,8,2,39,Sales Executive,Marketing,3,M,3,3,3,3,Divorced,0,No,12,4,0,6,3,5,0,1,2,No
32,Travel_Rarely,646,Research & Development,9,2,92,Research Scientist,Life Sciences,1,F,3,2,4,3,Married,1,Yes,12,4,1,6,2,6,4,0,5,No
30,Travel_Frequently,160,Research & Development,3,1,71,Research Scientist,Medical,3,F,3,2,3,4,Divorced,1,No,20,3,1,1,3,1,0,0,0,No
53,Travel_Rarely,238,Sales,1,2,34,Sales Executive,Medical,4,F,3,2,1,4,Single,7,No,20,4,0,18,4,14,7,8,10,No
34,Travel_Rarely,1397,Research & Development,1,1,42,Research Scientist,Life Sciences,2,M,3,4,4,3,Married,1,No,12,4,1,10,2,10,9,8,8,No
45,Travel_Frequently,306,Sales,26,2,100,Sales Executive,Life Sciences,1,F,3,4,1,3,Married,2,No,14,4,2,5,3,1,1,0,0,Yes
26,Travel_Rarely,991,Research & Development,6,1,71,Laboratory Technician,Life Sciences,3,F,3,2,4,3,Married,1,Yes,13,3,1,3,3,3,2,0,2,No
37,Travel_Rarely,482,Research & Development,3,3,36,Manufacturing Director,Other,3,M,3,2,3,3,Married,1,No,15,3,1,10,3,10,7,7,8,No
29,Travel_Rarely,1176,Sales,3,2,62,Sales Executive,Medical,2,F,3,5,3,3,Married,1,No,14,1,1,6,2,6,0,1,2,No
35,Travel_Rarely,1017,Research & Development,6,2,82,Research Scientist,Life Sciences,2,M,1,3,4,3,Single,1,No,13,2,0,17,3,17,11,11,8,No
33,Travel_Frequently,1296,Research & Development,6,2,30,Healthcare Representative,Life Sciences,3,M,3,2,4,4,Divorced,3,No,23,3,1,15,1,13,11,4,7,No
54,Travel_Rarely,397,Human Resources,19,3,88,Human Resources,Medical,3,M,3,1,2,3,Married,2,No,15,3,1,16,4,9,7,7,1,No
36,Travel_Rarely,913,Research & Development,9,2,48,Manufacturing Director,Medical,2,M,2,2,2,3,Divorced,2,Yes,11,3,1,13,3,3,2,0,2,No
27,Travel_Rarely,1115,Research & Development,3,1,54,Research Scientist,Medical,1,M,2,0,4,3,Single,0,No,13,4,0,5,3,4,2,1,1,No
20,Travel_Rarely,1362,Research & Development,10,1,32,Research Scientist,Medical,4,M,3,5,3,3,Single,1,Yes,11,4,0,1,3,1,0,1,1,Yes
33,Travel_Frequently,1076,Research & Development,3,1,70,Research Scientist,Life Sciences,1,M,3,3,1,3,Single,1,Yes,11,1,0,10,3,10,8,9,7,Yes
35,Non-Travel,727,Research & Development,3,1,41,Laboratory Technician,Life Sciences,3,M,2,3,3,3,Married,1,No,18,3,2,1,3,1,0,0,0,No
23,Travel_Rarely,885,Research & Development,4,1,58,Research Scientist,Medical,1,M,4,3,1,3,Married,2,No,16,1,1,5,4,3,2,0,2,No
25,Travel_Rarely,810,Sales,8,2,57,Sales Executive,Life Sciences,4,M,4,4,2,4,Married,0,No,22,3,1,4,3,3,2,1,2,No
38,Travel_Rarely,243,Sales,7,2,46,Sales Executive,Marketing,4,F,2,2,4,4,Single,0,No,20,1,0,8,3,7,7,0,5,No
29,Travel_Frequently,806,Research & Development,1,1,76,Research Scientist,Life Sciences,2,M,1,5,4,3,Divorced,1,No,18,4,1,10,3,10,7,2,8,No
48,Travel_Rarely,817,Sales,2,2,56,Sales Executive,Marketing,2,M,4,3,2,3,Married,3,No,12,4,0,12,3,2,2,2,2,No
27,Travel_Frequently,1410,Sales,3,2,71,Sales Executive,Medical,4,F,4,3,4,4,Divorced,1,Yes,20,2,2,6,3,6,5,0,4,No
37,Travel_Rarely,1225,Research & Development,10,1,80,Research Scientist,Life Sciences,4,M,4,2,4,3,Single,3,No,17,1,0,4,3,1,0,0,0,No
50,Travel_Rarely,1207,Research & Development,28,1,74,Laboratory Technician,Medical,4,M,4,3,3,3,Married,1,Yes,11,3,3,20,3,20,8,3,8,No
34,Travel_Rarely,1442,Research & Development,9,3,46,Healthcare Representative,Medical,4,F,2,3,2,3,Single,1,No,14,2,0,9,4,8,7,7,7,No
24,Travel_Rarely,693,Sales,3,2,65,Sales Executive,Life Sciences,1,F,3,3,3,3,Single,9,No,14,1,0,4,3,2,2,2,0,Yes
39,Travel_Rarely,408,Research & Development,2,2,80,Healthcare Representative,Technical Degree,4,F,2,4,3,3,Single,1,No,11,1,0,20,3,20,7,11,10,No
32,Travel_Rarely,929,Sales,10,2,55,Sales Executive,Marketing,4,M,3,2,4,3,Single,1,No,12,4,0,10,2,10,7,0,8,No
50,Travel_Frequently,562,Sales,8,2,50,Sales Executive,Technical Degree,2,M,3,4,3,3,Married,3,Yes,14,1,1,18,3,4,3,1,3,Yes
38,Travel_Rarely,827,Research & Development,1,2,33,Healthcare Representative,Life Sciences,2,F,4,4,4,3,Single,0,No,13,3,0,10,2,9,7,1,8,No
27,Travel_Rarely,608,Research & Development,1,3,68,Manufacturing Director,Life Sciences,3,F,3,3,1,3,Married,1,No,11,4,0,9,3,9,7,0,7,No
32,Travel_Rarely,1018,Research & Development,3,3,39,Research Director,Life Sciences,3,F,3,6,4,3,Single,3,No,15,4,0,10,3,7,7,7,7,No
47,Travel_Rarely,703,Sales,14,2,42,Sales Executive,Marketing,4,M,3,2,1,3,Single,2,No,12,4,0,20,3,7,7,1,7,No
40,Travel_Frequently,580,Sales,5,3,48,Sales Executive,Life Sciences,4,M,2,2,1,4,Married,5,Yes,21,3,1,20,3,18,13,1,12,No
53,Travel_Rarely,970,Research & Development,7,4,59,Research Director,Life Sciences,3,M,4,3,3,3,Married,3,No,19,3,0,32,3,5,1,1,3,No
41,Travel_Rarely,427,Human Resources,10,5,73,Manager,Human Resources,2,M,2,2,4,3,Divorced,3,No,15,2,3,23,2,21,6,12,6,No
60,Travel_Rarely,1179,Sales,16,2,84,Sales Executive,Marketing,1,M,3,1,1,3,Single,8,No,14,4,0,10,3,2,2,2,2,No
27,Travel_Frequently,294,Research & Development,10,3,32,Manufacturing Director,Life Sciences,4,M,3,4,1,4,Divorced,1,No,21,3,2,9,2,9,7,1,7,No
41,Travel_Rarely,314,Human Resources,1,5,59,Manager,Human Resources,4,M,2,3,3,3,Married,1,No,12,2,1,22,3,22,7,2,10,No
50,Travel_Rarely,316,Sales,8,1,54,Sales Representative,Marketing,4,M,3,2,2,3,Married,7,No,15,4,1,4,3,2,2,2,2,No
28,Travel_Rarely,654,Research & Development,1,1,67,Research Scientist,Life Sciences,1,F,1,4,2,3,Single,7,Yes,13,4,0,10,3,7,7,3,7,Yes
36,Non-Travel,427,Research & Development,8,3,63,Research Director,Life Sciences,1,F,4,2,1,3,Married,9,No,14,1,1,10,3,8,7,0,5,No
38,Travel_Rarely,168,Research & Development,1,3,81,Manufacturing Director,Life Sciences,3,F,3,4,3,3,Single,4,Yes,14,4,0,10,4,1,0,0,0,No
44,Non-Travel,381,Research & Development,24,1,49,Laboratory Technician,Medical,1,M,1,5,3,3,Single,2,No,14,3,0,9,3,5,2,1,4,No
47,Travel_Frequently,217,Sales,3,4,49,Sales Executive,Medical,4,F,3,2,3,3,Divorced,9,Yes,12,4,2,28,2,22,2,11,13,No
30,Travel_Rarely,501,Sales,27,2,99,Sales Executive,Marketing,3,M,3,2,4,4,Divorced,7,No,23,4,1,10,2,8,7,7,7,No
29,Travel_Rarely,1396,Sales,10,1,99,Sales Representative,Life Sciences,3,M,3,6,3,3,Single,1,No,11,3,0,1,3,1,0,0,0,No
42,Travel_Frequently,933,Research & Development,19,1,57,Research Scientist,Medical,3,M,4,2,3,3,Divorced,6,Yes,12,4,0,7,3,2,2,2,2,Yes
43,Travel_Frequently,775,Sales,15,2,47,Sales Executive,Life Sciences,4,M,2,5,4,3,Married,3,No,18,3,1,7,3,2,2,2,2,No
34,Travel_Rarely,970,Research & Development,8,2,96,Healthcare Representative,Medical,2,F,3,2,3,3,Single,3,No,11,4,0,10,3,5,1,4,3,No
23,Travel_Rarely,650,Research & Development,9,1,37,Laboratory Technician,Medical,2,M,3,2,1,3,Married,1,No,14,4,1,5,4,4,3,0,2,No
39,Travel_Rarely,141,Human Resources,3,2,44,Human Resources,Human Resources,3,F,4,3,2,3,Married,9,No,15,3,1,12,1,8,3,3,6,No
56,Travel_Rarely,832,Research & Development,9,4,81,Healthcare Representative,Medical,3,M,3,1,4,3,Married,7,No,11,3,0,30,2,10,7,1,1,No
40,Travel_Rarely,804,Research & Development,2,1,86,Research Scientist,Medical,4,F,2,2,4,4,Single,0,Yes,20,4,0,5,2,4,2,2,3,No
27,Travel_Rarely,975,Research & Development,7,2,55,Healthcare Representative,Medical,4,F,2,2,1,3,Single,8,No,19,1,0,9,1,7,6,0,7,No
29,Travel_Rarely,1090,Sales,10,1,83,Sales Representative,Marketing,4,M,3,2,2,3,Divorced,1,No,14,4,2,2,3,2,2,2,2,No
53,Travel_Rarely,346,Research & Development,6,2,86,Laboratory Technician,Life Sciences,4,M,3,4,4,3,Single,2,No,17,4,0,19,3,2,2,2,2,No
35,Non-Travel,1225,Research & Development,2,2,61,Healthcare Representative,Life Sciences,4,F,3,2,1,3,Divorced,2,No,11,1,1,16,4,1,0,0,0,No
