Age,BusinessTravel,DailyRate,Department,DistanceFromHome,JobLevel,HourlyRate,MonthlyRate,MonthlyIncome,JobRole,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,training,JobSatisfaction,PerformanceRating,MaritalStatus,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
52,Travel_Rarely,621,Sales,3,4,31,10084,16856,Manager,4,Marketing,1,776,3,Male,2,3,1,3,Married,1,Y,No,11,1,80,0,34,4,34,6,1,16,No
33,Travel_Rarely,527,Research & Development,1,1,63,5207,2686,Research Scientist,4,Other,1,780,4,Male,3,2,4,3,Single,1,Y,Yes,13,3,80,0,10,2,10,9,7,8,Yes
25,Travel_Rarely,883,Sales,26,2,32,22807,6180,Sales Executive,1,Medical,1,781,3,Female,3,5,4,4,Single,1,Y,No,23,2,80,0,6,2,6,5,1,4,No
45,Travel_Rarely,954,Sales,2,2,46,12388,6632,Sales Representative,2,Technical Degree,1,783,2,Male,1,3,3,3,Single,0,Y,No,13,1,80,0,9,3,8,7,3,1,No
23,Travel_Rarely,310,Research & Development,10,1,79,19630,3505,Research Scientist,1,Medical,1,784,1,Male,4,3,3,3,Single,1,Y,No,18,4,80,0,2,3,2,2,0,2,No
47,Travel_Frequently,719,Sales,27,2,77,10339,6397,Sales Executive,2,Life Sciences,1,785,2,Female,4,2,3,3,Single,4,Y,Yes,12,4,80,0,8,3,5,4,1,3,Yes
34,Travel_Rarely,304,Sales,2,2,60,18686,6274,Sales Executive,3,Other,1,786,4,Male,3,5,4,4,Single,1,Y,No,22,3,80,0,6,3,6,5,1,4,No
55,Travel_Rarely,725,Research & Development,2,5,78,21199,19859,Manager,3,Medical,1,787,4,Male,3,2,1,3,Married,5,Y,Yes,13,4,80,1,24,3,5,2,1,4,Yes
36,Non-Travel,1434,Sales,8,3,76,14229,7587,Sales Executive,4,Life Sciences,1,789,1,Male,2,1,1,3,Single,1,Y,No,15,2,80,0,10,3,10,7,0,9,No
52,Non-Travel,715,Research & Development,19,1,41,26589,4258,Research Scientist,4,Medical,1,791,4,Male,3,3,4,3,Married,0,Y,No,18,1,80,1,5,3,4,3,1,2,No
26,Travel_Frequently,575,Research & Development,1,1,71,5288,4364,Laboratory Technician,2,Life Sciences,1,792,1,Female,1,2,4,3,Divorced,3,Y,No,14,1,80,1,5,3,2,2,2,0,No
29,Travel_Rarely,657,Research & Development,27,2,66,25549,4335,Healthcare Representative,3,Medical,1,793,2,Female,3,3,3,3,Married,4,Y,No,12,1,80,1,11,2,8,7,1,1,No
26,Travel_Rarely,1146,Sales,8,2,38,3064,5326,Sales Executive,3,Technical Degree,1,796,4,Male,2,2,1,3,Single,6,Y,No,17,3,80,0,6,2,4,3,1,2,Yes
34,Travel_Rarely,182,Research & Development,1,1,72,13551,3280,Research Scientist,4,Life Sciences,1,797,2,Female,4,2,4,3,Single,2,Y,No,16,3,80,0,10,3,4,2,1,3,No
54,Travel_Rarely,376,Research & Development,19,2,95,22670,5485,Manufacturing Director,4,Medical,1,799,4,Female,3,4,1,3,Divorced,9,Y,Yes,11,2,80,2,9,3,5,3,1,4,No
27,Travel_Frequently,829,Sales,8,2,84,24008,4342,Sales Executive,1,Marketing,1,800,3,Male,3,3,4,3,Married,0,Y,No,19,2,80,1,5,3,4,2,1,1,No
37,Travel_Rarely,571,Research & Development,10,1,82,19905,2782,Research Scientist,1,Life Sciences,1,802,4,Female,3,3,1,3,Divorced,0,Y,Yes,13,2,80,2,6,2,5,3,4,3,No
38,Travel_Frequently,240,Research & Development,2,2,75,26085,5980,Manufacturing Director,4,Life Sciences,1,803,1,Female,4,2,1,3,Single,6,Y,Yes,12,4,80,0,17,3,15,7,4,12,No
34,Travel_Rarely,121,Research & Development,2,1,86,7530,4381,Research Scientist,4,Medical,1,804,3,Female,2,3,1,3,Single,1,Y,No,11,3,80,0,6,3,6,5,1,3,No
35,Travel_Rarely,384,Sales,8,1,72,20317,2572,Sales Representative,4,Life Sciences,1,805,1,Female,3,1,4,3,Married,1,Y,No,16,2,80,1,3,2,3,2,0,2,No
30,Travel_Rarely,921,Research & Development,1,1,38,24375,3833,Laboratory Technician,3,Life Sciences,1,806,4,Male,1,2,3,4,Married,3,Y,No,21,3,80,2,7,3,2,2,0,2,No
40,Travel_Frequently,791,Research & Development,2,2,38,9931,4244,Healthcare Representative,2,Medical,1,807,3,Female,4,2,2,4,Married,1,Y,No,24,4,80,1,8,3,8,7,3,7,No
34,Travel_Rarely,1111,Sales,8,2,93,13305,6500,Sales Executive,2,Life Sciences,1,808,3,Female,3,1,1,3,Married,5,Y,No,17,2,80,1,6,3,3,2,1,2,No
42,Travel_Frequently,570,Research & Development,8,5,66,16225,18430,Manager,3,Life Sciences,1,809,2,Male,3,4,4,3,Divorced,1,Y,No,13,2,80,1,24,2,24,7,14,9,No
23,Travel_Rarely,1243,Research & Development,6,1,63,3445,1601,Laboratory Technician,3,Life Sciences,1,811,3,Male,4,2,1,4,Married,1,Y,Yes,21,3,80,2,1,3,0,0,0,0,Yes
24,Non-Travel,1092,Research & Development,9,1,60,26551,2694,Laboratory Technician,3,Life Sciences,1,812,3,Male,2,4,2,3,Divorced,1,Y,No,11,3,80,3,1,3,1,0,0,0,No
52,Travel_Rarely,1325,Research & Development,11,2,82,21821,3149,Laboratory Technician,4,Life Sciences,1,813,4,Female,3,3,3,4,Married,8,Y,No,20,2,80,1,9,3,5,2,1,4,No
50,Travel_Rarely,691,Research & Development,2,4,64,6881,17639,Research Director,3,Medical,1,815,3,Male,3,3,3,3,Married,5,Y,No,16,4,80,0,30,3,4,3,0,3,No
29,Travel_Rarely,805,Research & Development,1,1,36,6689,2319,Laboratory Technician,2,Life Sciences,1,816,2,Female,2,1,1,3,Married,1,Y,Yes,11,4,80,1,1,3,1,0,0,0,Yes
33,Travel_Rarely,213,Research & Development,7,3,49,25995,11691,Research Director,3,Medical,1,817,3,Male,3,3,3,3,Married,0,Y,No,11,4,80,0,14,4,13,9,3,7,No
33,Travel_Rarely,118,Sales,16,2,69,26507,5324,Sales Executive,3,Marketing,1,819,1,Female,3,3,1,3,Single,5,Y,No,15,3,80,0,6,3,3,2,0,2,Yes
47,Travel_Rarely,202,Research & Development,2,4,33,12982,16752,Manager,2,Other,1,820,3,Female,3,3,4,3,Married,1,Y,Yes,11,3,80,1,26,2,26,14,3,0,No
36,Travel_Rarely,676,Research & Development,1,2,35,23361,5228,Manufacturing Director,3,Other,1,823,3,Female,3,2,2,3,Married,0,Y,No,15,1,80,1,10,3,9,7,0,5,No
29,Travel_Rarely,1252,Research & Development,23,1,81,23779,2700,Research Scientist,2,Life Sciences,1,824,3,Male,4,3,3,4,Married,1,Y,No,24,3,80,1,10,3,10,7,0,7,No
58,Travel_Rarely,286,Research & Development,2,5,31,25761,19246,Research Director,4,Life Sciences,1,825,4,Male,3,2,2,3,Single,7,Y,Yes,12,4,80,0,40,3,31,15,13,8,Yes
35,Travel_Rarely,1258,Research & Development,1,1,40,13301,2506,Research Scientist,4,Life Sciences,1,826,4,Female,4,0,3,3,Single,3,Y,No,13,3,80,0,7,3,2,2,2,2,No
42,Travel_Rarely,932,Research & Development,1,2,43,4051,6062,Manufacturing Director,2,Life Sciences,1,827,4,Female,2,4,4,3,Married,9,Y,Yes,13,4,80,1,8,3,4,3,0,2,No
28,Travel_Rarely,890,Research & Development,2,1,46,16374,4382,Research Scientist,4,Medical,1,828,3,Male,3,3,3,3,Single,6,Y,No,17,4,80,0,5,2,2,2,2,1,Yes
36,Travel_Rarely,1041,Human Resources,13,1,36,25527,2143,Human Resources,3,Human Resources,1,829,3,Male,3,2,2,3,Married,4,Y,No,13,2,80,1,8,3,5,2,0,4,No
32,Travel_Rarely,859,Research & Development,4,2,98,19124,6162,Manufacturing Director,3,Life Sciences,1,830,3,Female,2,3,3,3,Married,1,Y,No,12,3,80,1,14,3,14,13,6,8,No
40,Travel_Frequently,720,Research & Development,16,2,51,11983,5094,Laboratory Technician,4,Medical,1,832,1,Male,2,6,3,3,Single,6,Y,No,14,4,80,0,10,3,1,0,0,0,No
30,Travel_Rarely,946,Research & Development,2,2,52,20234,6877,Manufacturing Director,3,Medical,1,833,3,Female,2,4,4,4,Single,5,Y,Yes,24,2,80,0,12,2,0,0,0,0,No
45,Travel_Rarely,252,Research & Development,2,1,95,6153,2274,Research Scientist,3,Life Sciences,1,834,2,Female,2,3,3,3,Single,1,Y,No,14,4,80,0,1,3,1,0,0,0,No
42,Travel_Rarely,933,Research & Development,29,2,98,11806,4434,Manufacturing Director,3,Life Sciences,1,836,2,Male,3,3,2,3,Married,1,Y,No,13,4,80,1,10,2,9,8,7,8,No
38,Travel_Frequently,471,Research & Development,12,2,45,4284,6288,Healthcare Representative,3,Life Sciences,1,837,1,Male,2,3,1,3,Divorced,2,Y,No,15,3,80,1,13,2,4,3,1,2,No
34,Travel_Frequently,702,Research & Development,16,1,100,8306,2553,Research Scientist,4,Life Sciences,1,838,3,Female,2,3,4,3,Single,1,Y,No,16,3,80,0,6,3,5,2,1,3,No
49,Travel_Rarely,1184,Sales,11,3,43,5860,7654,Sales Executive,3,Marketing,1,840,3,Female,3,3,4,3,Married,1,Y,No,18,1,80,2,9,4,9,8,7,7,Yes
55,Travel_Rarely,436,Sales,2,2,37,21519,5160,Sales Executive,1,Medical,1,842,3,Male,3,3,4,3,Single,4,Y,No,16,3,80,0,12,2,9,7,7,3,Yes
43,Travel_Rarely,589,Research & Development,14,4,94,5200,17159,Research Director,2,Life Sciences,1,843,2,Male,3,3,1,4,Married,6,Y,No,24,3,80,1,22,3,4,1,1,0,No
27,Travel_Rarely,269,Research & Development,5,3,42,8842,12808,Research Director,1,Technical Degree,1,844,3,Male,2,3,4,3,Divorced,1,Y,Yes,16,2,80,1,9,3,9,8,0,8,No
35,Travel_Rarely,950,Research & Development,7,3,59,18869,10221,Manufacturing Director,3,Other,1,845,3,Male,3,3,3,4,Single,3,Y,No,21,2,80,0,17,4,8,5,1,6,No
28,Travel_Rarely,760,Sales,2,2,81,3698,4779,Sales Executive,4,Marketing,1,846,2,Female,3,2,2,4,Married,1,Y,Yes,20,1,80,0,8,3,8,7,7,5,No
34,Travel_Rarely,829,Human Resources,3,1,88,2243,3737,Human Resources,2,Human Resources,1,847,3,Male,3,1,4,3,Married,0,Y,No,19,3,80,1,4,1,3,2,0,2,No
26,Travel_Frequently,887,Research & Development,5,1,88,20898,2366,Research Scientist,2,Medical,1,848,3,Female,2,2,3,3,Married,1,Y,Yes,14,1,80,1,8,3,8,7,1,7,Yes
27,Non-Travel,443,Research & Development,3,1,50,16571,1706,Research Scientist,3,Medical,1,850,4,Male,3,6,4,3,Married,1,Y,No,11,3,80,3,0,2,0,0,0,0,No
51,Travel_Rarely,1318,Sales,26,4,66,5594,16307,Manager,4,Marketing,1,851,1,Female,3,2,3,3,Married,2,Y,No,14,3,80,1,29,2,20,6,4,17,No
44,Travel_Rarely,625,Research & Development,4,2,50,5197,5933,Healthcare Representative,3,Medical,1,852,4,Male,3,2,2,3,Single,9,Y,No,12,4,80,0,10,2,5,2,2,3,No
25,Travel_Rarely,180,Research & Development,2,1,65,21632,3424,Research Scientist,1,Medical,1,854,1,Male,4,3,1,3,Single,7,Y,No,13,3,80,0,6,2,4,3,0,1,No
33,Travel_Rarely,586,Sales,1,2,48,21816,4037,Sales Executive,3,Medical,1,855,1,Male,4,5,1,4,Divorced,1,Y,No,22,1,80,1,9,3,9,8,0,8,No
35,Travel_Rarely,1343,Research & Development,27,1,53,17852,2559,Research Scientist,1,Medical,1,856,3,Female,2,3,1,3,Single,1,Y,No,11,4,80,0,6,2,6,5,1,1,No
36,Travel_Rarely,928,Sales,1,2,56,2823,6201,Sales Executive,2,Life Sciences,1,857,2,Male,3,1,4,3,Married,1,Y,Yes,14,4,80,1,18,2,18,14,4,11,No
32,Travel_Rarely,117,Sales,13,2,73,9250,4403,Sales Executive,4,Life Sciences,1,859,2,Male,3,3,4,3,Divorced,2,Y,No,11,3,80,1,8,2,5,2,0,3,No
30,Travel_Frequently,1012,Research & Development,5,1,75,2373,3761,Research Scientist,4,Life Sciences,1,861,2,Male,2,3,4,3,Divorced,9,Y,No,12,2,80,1,10,2,5,4,0,3,No
53,Travel_Rarely,661,Sales,7,3,78,20715,10934,Sales Executive,2,Marketing,1,862,1,Female,2,3,4,3,Married,7,Y,Yes,18,4,80,1,35,3,5,2,0,4,No
45,Travel_Rarely,930,Sales,9,3,74,19239,10761,Sales Executive,3,Marketing,1,864,4,Male,3,2,1,3,Divorced,4,Y,Yes,12,3,80,1,18,3,5,4,0,2,No
32,Travel_Rarely,638,Research & Development,8,2,91,22162,5175,Research Scientist,2,Medical,1,865,3,Female,4,3,3,3,Married,5,Y,No,12,3,80,1,9,2,5,3,1,3,No
52,Travel_Frequently,890,Research & Development,25,4,81,19028,13826,Manufacturing Director,4,Medical,1,867,3,Female,2,3,4,4,Married,3,Y,No,22,3,80,0,31,3,9,8,0,0,No
37,Travel_Rarely,342,Sales,16,2,66,24558,6334,Sales Executive,4,Marketing,1,868,4,Male,2,2,3,3,Divorced,4,Y,No,19,4,80,2,9,3,1,0,0,0,No
28,Travel_Rarely,1169,Human Resources,8,1,63,23965,4936,Human Resources,2,Medical,1,869,2,Male,2,6,4,3,Divorced,1,Y,No,13,4,80,1,6,3,5,1,0,4,No
22,Travel_Rarely,1230,Research & Development,1,2,33,19146,4775,Manufacturing Director,2,Life Sciences,1,872,4,Male,2,2,4,4,Married,6,Y,No,22,1,80,2,4,1,2,2,2,2,No
44,Travel_Rarely,986,Research & Development,8,1,62,5044,2818,Laboratory Technician,4,Life Sciences,1,874,1,Male,4,2,4,4,Married,2,Y,Yes,24,3,80,1,10,2,3,2,0,2,No
42,Travel_Frequently,1271,Research & Development,2,1,35,9068,2515,Research Scientist,1,Medical,1,875,2,Male,3,2,4,3,Single,5,Y,Yes,14,4,80,0,8,3,2,1,2,2,No
36,Travel_Rarely,1278,Human Resources,8,1,77,8635,2342,Human Resources,3,Life Sciences,1,878,1,Male,2,3,1,4,Married,0,Y,No,21,3,80,0,6,3,5,4,0,3,No
25,Travel_Rarely,141,Sales,3,2,98,14363,4194,Sales Executive,1,Other,1,879,3,Male,3,3,1,3,Married,1,Y,Yes,18,4,80,0,5,3,5,3,0,3,No
35,Travel_Rarely,607,Research & Development,9,3,66,23457,10685,Manufacturing Director,3,Life Sciences,1,880,4,Female,2,2,3,4,Married,1,Y,Yes,20,2,80,1,17,3,17,14,5,15,No
35,Travel_Frequently,130,Research & Development,25,1,96,16612,2022,Research Scientist,4,Life Sciences,1,881,4,Female,3,3,2,3,Divorced,1,Y,Yes,19,1,80,1,10,2,10,2,7,8,Yes
32,Non-Travel,300,Research & Development,1,1,61,9148,2314,Laboratory Technician,3,Life Sciences,1,882,4,Male,3,2,4,3,Divorced,0,Y,No,12,2,80,1,4,3,3,0,0,2,No
25,Travel_Rarely,583,Sales,4,2,87,18154,4256,Sales Executive,1,Marketing,1,885,3,Male,2,1,1,3,Married,1,Y,No,12,1,80,0,5,4,5,2,0,3,No
49,Travel_Rarely,1418,Research & Development,1,1,36,10554,3580,Research Scientist,3,Technical Degree,1,887,3,Female,3,2,1,3,Married,2,Y,No,16,2,80,1,7,3,4,2,0,2,No
24,Non-Travel,1269,Research & Development,4,1,46,10778,3162,Laboratory Technician,1,Life Sciences,1,888,1,Male,2,2,4,3,Married,0,Y,No,17,4,80,0,6,2,5,2,3,4,No
32,Travel_Frequently,379,Sales,5,2,48,8891,6524,Sales Executive,2,Life Sciences,1,889,2,Male,3,3,2,3,Married,1,Y,No,14,4,80,1,10,3,10,8,5,3,No
38,Travel_Rarely,395,Sales,9,1,98,12102,2899,Sales Representative,3,Marketing,1,893,2,Male,2,3,2,3,Married,0,Y,No,19,4,80,1,3,3,2,2,1,2,No
42,Travel_Rarely,1265,Research & Development,3,2,95,23726,5231,Laboratory Technician,3,Life Sciences,1,894,3,Female,4,1,4,3,Married,2,Y,Yes,13,2,80,1,17,2,5,3,1,3,No
31,Travel_Rarely,1222,Research & Development,11,1,48,14871,2356,Research Scientist,4,Life Sciences,1,895,4,Male,3,2,4,3,Married,3,Y,Yes,19,2,80,1,8,3,6,4,0,2,No
29,Travel_Rarely,341,Sales,1,1,48,23522,2800,Sales Representative,3,Medical,1,896,2,Female,2,3,3,3,Divorced,6,Y,Yes,19,3,80,3,5,3,3,2,0,2,Yes
53,Travel_Rarely,868,Sales,8,4,73,22789,11836,Sales Executive,3,Marketing,1,897,1,Male,3,3,4,3,Married,5,Y,No,14,3,80,1,28,3,2,0,2,2,No
35,Travel_Rarely,672,Research & Development,25,3,78,9129,10903,Manufacturing Director,3,Technical Degree,1,899,4,Male,2,2,2,3,Married,3,Y,No,16,1,80,0,16,3,13,10,4,8,No
37,Travel_Frequently,1231,Sales,21,1,54,21222,2973,Sales Representative,2,Medical,1,900,3,Female,3,3,4,3,Married,5,Y,No,15,2,80,1,10,3,5,4,0,0,No
53,Travel_Rarely,102,Research & Development,23,4,72,20206,14275,Research Director,4,Life Sciences,1,901,4,Female,3,0,4,3,Single,6,Y,No,18,3,80,0,33,3,12,9,3,8,No
43,Travel_Frequently,422,Research & Development,1,2,33,21782,5562,Healthcare Representative,3,Life Sciences,1,902,4,Female,3,2,4,3,Married,4,Y,No,13,2,80,1,12,2,5,2,2,2,No
47,Travel_Rarely,249,Sales,2,2,35,17783,4537,Sales Executive,2,Marketing,1,903,3,Female,3,2,4,4,Married,0,Y,Yes,22,1,80,1,8,3,7,6,7,7,No
37,Non-Travel,1252,Sales,19,3,32,4814,7642,Sales Executive,2,Medical,1,904,1,Male,3,2,2,3,Single,1,Y,Yes,13,4,80,0,10,3,10,0,0,9,No
50,Non-Travel,881,Research & Development,2,4,98,4544,17924,Manager,4,Life Sciences,1,905,1,Male,3,3,1,3,Divorced,1,Y,No,11,4,80,1,31,3,31,6,14,7,No
39,Travel_Rarely,1383,Human Resources,2,2,42,7790,5204,Human Resources,3,Life Sciences,1,909,4,Female,2,2,4,3,Married,8,Y,No,11,3,80,2,13,3,5,4,0,4,No
33,Travel_Rarely,1075,Human Resources,3,1,57,22650,2277,Human Resources,2,Human Resources,1,910,4,Male,3,4,2,3,Divorced,3,Y,Yes,11,3,80,1,7,4,4,3,0,3,No
32,Travel_Rarely,374,Research & Development,25,1,87,18016,2795,Laboratory Technician,4,Life Sciences,1,911,1,Male,3,2,4,4,Single,1,Y,Yes,24,3,80,0,1,1,1,0,0,1,Yes
29,Travel_Rarely,1086,Research & Development,7,1,62,6054,2532,Laboratory Technician,1,Medical,1,912,1,Female,2,5,4,3,Divorced,6,Y,No,14,3,80,3,8,3,4,3,0,3,No
44,Travel_Rarely,661,Research & Development,9,1,61,7508,2559,Research Scientist,2,Life Sciences,1,913,2,Male,3,0,1,3,Married,1,Y,Yes,13,4,80,0,8,3,8,7,7,1,No
28,Travel_Rarely,821,Sales,5,2,98,24252,4908,Sales Executive,4,Medical,1,916,1,Male,3,3,4,3,Single,1,Y,No,14,2,80,0,4,3,4,2,0,2,No
58,Travel_Frequently,781,Research & Development,2,1,57,13384,2380,Laboratory Technician,1,Life Sciences,1,918,4,Male,2,3,4,3,Divorced,9,Y,Yes,14,4,80,1,3,2,1,0,0,0,Yes
43,Travel_Rarely,177,Research & Development,8,2,55,23814,4765,Manufacturing Director,3,Life Sciences,1,920,1,Female,3,2,2,4,Divorced,4,Y,No,21,3,80,1,4,4,1,0,0,0,No
20,Travel_Rarely,500,Sales,2,1,49,22052,2044,Sales Representative,3,Medical,1,922,3,Female,2,3,3,3,Single,1,Y,No,13,4,80,0,2,2,2,2,0,2,Yes
21,Travel_Rarely,1427,Research & Development,18,1,65,8870,2693,Research Scientist,1,Other,1,923,4,Female,3,3,4,3,Single,1,Y,No,19,1,80,0,1,2,1,0,0,0,Yes
36,Travel_Rarely,1425,Research & Development,14,2,68,4821,6586,Healthcare Representative,1,Life Sciences,1,924,3,Male,3,2,4,3,Married,0,Y,Yes,17,1,80,1,17,2,16,8,4,11,No
47,Travel_Rarely,1454,Sales,2,1,65,13137,3294,Sales Representative,4,Life Sciences,1,925,4,Female,2,3,4,3,Single,1,Y,Yes,18,1,80,0,3,2,3,2,1,2,No
22,Travel_Rarely,617,Research & Development,3,2,34,10022,4171,Manufacturing Director,1,Life Sciences,1,926,2,Female,3,3,3,3,Married,0,Y,Yes,19,1,80,1,4,4,3,2,0,2,Yes
41,Travel_Rarely,1085,Research & Development,2,1,57,17725,2778,Laboratory Technician,4,Life Sciences,1,927,2,Female,1,1,4,3,Divorced,4,Y,Yes,13,3,80,1,10,2,7,7,1,0,Yes
28,Travel_Rarely,995,Research & Development,9,1,77,9834,2377,Research Scientist,3,Medical,1,930,3,Female,3,2,3,3,Divorced,5,Y,No,18,2,80,1,6,3,2,2,2,2,No
39,Travel_Rarely,1122,Research & Development,6,1,70,4303,2404,Laboratory Technician,3,Medical,1,932,4,Male,3,2,1,4,Married,7,Y,Yes,21,4,80,0,8,1,2,2,2,2,Yes
27,Travel_Rarely,618,Research & Development,4,1,76,17808,2318,Research Scientist,3,Life Sciences,1,933,2,Female,3,2,3,3,Single,1,Y,No,19,3,80,0,1,3,1,1,0,0,No
34,Travel_Rarely,546,Research & Development,10,1,83,6896,2008,Laboratory Technician,3,Life Sciences,1,934,2,Male,3,3,2,3,Divorced,1,Y,No,14,2,80,2,1,3,1,0,1,0,No
42,Travel_Rarely,462,Sales,14,2,68,7824,6244,Sales Executive,2,Medical,1,936,3,Female,2,6,3,3,Single,7,Y,No,17,1,80,0,10,3,5,4,0,3,No
33,Travel_Rarely,1198,Research & Development,1,1,100,3339,2799,Research Scientist,4,Other,1,939,3,Male,2,1,1,3,Single,3,Y,Yes,11,2,80,0,6,3,3,2,0,2,No
58,Travel_Rarely,1272,Research & Development,5,3,37,9255,10552,Healthcare Representative,3,Technical Degree,1,940,3,Female,2,3,2,3,Divorced,2,Y,Yes,13,4,80,1,24,3,6,0,0,4,No
31,Travel_Rarely,154,Sales,7,1,41,11737,2329,Sales Representative,4,Life Sciences,1,941,2,Male,2,2,3,3,Married,3,Y,No,15,2,80,0,13,4,7,7,5,2,No
35,Travel_Rarely,1137,Research & Development,21,2,51,19170,4014,Healthcare Representative,1,Life Sciences,1,942,4,Female,3,2,4,4,Married,1,Y,Yes,25,4,80,1,10,1,10,6,0,7,No
49,Travel_Rarely,527,Research & Development,8,3,51,22477,7403,Laboratory Technician,2,Other,1,944,1,Female,3,3,2,3,Married,4,Y,No,11,3,80,1,29,2,26,9,1,7,No
48,Travel_Rarely,1469,Research & Development,20,1,51,5543,2259,Research Scientist,4,Medical,1,945,4,Male,3,2,3,3,Married,4,Y,No,17,1,80,2,13,2,0,0,0,0,No
31,Non-Travel,1188,Sales,20,2,45,24406,6932,Sales Executive,2,Marketing,1,947,4,Female,3,2,3,3,Married,1,Y,No,13,4,80,1,9,2,9,8,0,0,No
36,Travel_Rarely,188,Research & Development,7,1,65,23293,4678,Research Scientist,4,Other,1,949,2,Male,3,6,4,3,Single,2,Y,No,18,3,80,0,8,3,6,2,0,1,No
38,Travel_Rarely,1333,Research & Development,1,3,80,16292,13582,Research Director,3,Technical Degree,1,950,4,Female,3,3,1,3,Married,1,Y,No,13,2,80,1,15,3,15,12,5,11,No
32,Non-Travel,1184,Research & Development,1,1,70,3974,2332,Laboratory Technician,3,Life Sciences,1,951,3,Female,2,3,2,4,Married,6,Y,No,20,3,80,0,5,3,3,0,0,2,No
25,Travel_Rarely,867,Sales,19,1,36,18798,2413,Sales Representative,2,Marketing,1,952,3,Male,2,2,2,3,Married,1,Y,Yes,18,3,80,3,1,3,1,0,0,0,Yes
40,Travel_Rarely,658,Sales,10,3,67,20652,9705,Sales Executive,4,Marketing,1,954,1,Male,2,2,2,3,Divorced,2,Y,No,12,2,80,1,11,2,1,0,0,0,No
26,Travel_Frequently,1283,Sales,1,2,52,11148,4294,Sales Executive,3,Medical,1,956,3,Male,2,2,1,3,Single,1,Y,No,12,2,80,0,7,3,7,7,0,7,No
41,Travel_Rarely,263,Research & Development,6,1,59,3119,4721,Laboratory Technician,3,Medical,1,957,4,Male,3,3,1,3,Single,2,Y,Yes,13,3,80,0,20,3,18,13,2,17,No
36,Travel_Rarely,938,Research & Development,2,1,79,12287,2519,Laboratory Technician,4,Medical,1,958,3,Male,3,6,3,4,Single,4,Y,No,21,3,80,0,16,3,11,8,3,9,No
19,Travel_Rarely,419,Sales,21,1,37,9947,2121,Sales Representative,3,Other,1,959,4,Male,2,3,2,3,Single,1,Y,Yes,13,2,80,0,1,4,1,0,0,0,Yes
20,Travel_Rarely,129,Research & Development,4,1,84,13008,2973,Laboratory Technician,3,Technical Degree,1,960,1,Male,3,2,1,3,Single,1,Y,No,19,2,80,0,1,3,1,0,0,0,Yes
31,Travel_Rarely,616,Research & Development,12,2,41,17369,5855,Healthcare Representative,3,Medical,1,961,4,Female,3,2,4,3,Married,0,Y,Yes,11,3,80,2,10,1,9,7,8,5,No
40,Travel_Frequently,1469,Research & Development,9,1,35,25063,3617,Research Scientist,4,Medical,1,964,4,Male,3,2,2,3,Divorced,8,Y,Yes,14,4,80,1,3,3,1,1,0,0,No
32,Travel_Rarely,498,Research & Development,3,2,93,13554,6725,Manufacturing Director,4,Medical,1,966,3,Female,3,2,1,3,Married,1,Y,No,12,3,80,1,8,4,8,7,6,3,No
36,Travel_Rarely,530,Sales,3,3,51,5518,10325,Sales Executive,1,Life Sciences,1,967,3,Male,2,6,4,3,Married,1,Y,Yes,11,1,80,1,16,3,16,7,3,7,Yes
33,Travel_Rarely,1069,Research & Development,1,2,42,12291,6949,Healthcare Representative,3,Life Sciences,1,969,2,Female,2,3,4,3,Single,0,Y,No,14,1,80,0,6,3,5,0,1,4,No
37,Travel_Rarely,625,Sales,1,3,46,14922,10609,Sales Executive,4,Life Sciences,1,970,1,Male,2,2,3,3,Married,5,Y,No,11,3,80,0,17,1,14,1,11,7,Yes
45,Non-Travel,805,Research & Development,4,2,57,23163,4447,Laboratory Technician,2,Life Sciences,1,972,3,Male,3,5,2,3,Married,1,Y,No,12,2,80,0,9,2,9,7,0,8,No
29,Travel_Frequently,1404,Sales,20,1,84,18203,2157,Sales Representative,3,Technical Degree,1,974,3,Female,3,5,4,3,Married,1,Y,No,15,2,80,1,3,3,3,1,0,2,No
35,Travel_Rarely,1219,Sales,18,2,86,6179,4601,Sales Executive,3,Medical,1,975,3,Female,3,3,3,3,Married,1,Y,No,16,2,80,0,5,3,5,2,1,0,No
52,Travel_Rarely,1053,Research & Development,1,4,70,13829,17099,Manager,2,Life Sciences,1,976,4,Male,3,2,4,3,Married,2,Y,No,15,2,80,1,26,2,9,8,7,8,No
58,Travel_Rarely,289,Research & Development,2,1,51,26227,2479,Research Scientist,3,Technical Degree,1,977,4,Male,3,4,3,4,Single,4,Y,No,24,1,80,0,7,3,1,0,0,0,Yes
53,Travel_Rarely,1376,Sales,2,4,45,13938,14852,Manager,2,Medical,1,981,3,Male,3,3,3,3,Divorced,6,Y,No,13,3,80,1,22,4,17,13,15,2,No
30,Travel_Rarely,231,Sales,8,3,62,9977,7264,Sales Executive,2,Other,1,982,3,Male,3,2,3,3,Divorced,5,Y,No,11,1,80,1,10,4,8,4,7,7,No
38,Non-Travel,152,Sales,10,2,85,19899,5666,Sales Executive,3,Technical Degree,1,983,3,Female,3,1,4,3,Single,1,Y,Yes,13,2,80,0,6,3,5,3,1,3,No
